sLocation,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
243,W7NK,145.17000,-,0.5999999999999943,TSQL,123.0,123.0,023,NN,023,,FM,5,,1.0W,,,,,
244,K7UND,441.32500,+,5,DCS,D023,D023,D023,NN,023,,FM,5,,1.0W,,,,,
245,W7SLA,145.23000,-,0.5999999999999943,TSQL,110.9,110.9,023,NN,023,,FM,5,,1.0W,,,,,
246,W7SLA,145.31000,-,0.5999999999999943,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
247,W7DTV,442.80000,+,5,TSQL,77.0,77.0,023,NN,023,,FM,5,,1.0W,,,,,
248,W7NK,442.90000,+,5,TSQL,110.9,110.9,023,NN,023,,FM,5,,1.0W,,,,,
249,W7ARD,145.45000,-,0.5999999999999943,TSQL,123.0,123.0,023,NN,023,,FM,5,,1.0W,,,,,
250,W7PRA,147.34000,+,0.5999999999999943,DCS,D023,D023,D023,NN,023,,FM,5,,1.0W,,,,,
251,W7ZQD,443.05000,+,5,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
252,W7EXH,224.70000,-,1.5999999999999943,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
253,K7SLA,443.10000,+,5,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
254,W6PRN,444.35000,+,5,Tone,173.8,127.3,023,NN,023,,FM,5,,1.0W,,,,,
255,W7EXH,443.27500,+,5,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
256,AB7BS,145.39000,-,0.5999999999999943,DCS,D025,D025,D025,NN,023,,FM,5,,1.0W,,,,,
257,AB7BS,444.80000,+,5,DCS,D125,127.3,D125,NN,023,,FM,5,,1.0W,,,,,
258,K7LNK,444.92500,+,5,DCS,D125,127.3,D125,NN,023,,FM,5,,1.0W,,,,,
259,AB7BS,147.14000,+,0.6000000000000227,TSQL,136.5,91.5,023,NN,023,,FM,5,,1.0W,,,,,
260,AB7BS,443.57500,+,5,DCS,D125,D125,D125,NN,023,,FM,5,,1.0W,,,,,
261,W7FLO,441.10000,+,5,DCS,D125,D125,D125,NN,023,,FM,5,,1.0W,,,,,
262,N7NPA,440.10000,+,5,Tone,110.9,127.3,023,NN,023,,FM,5,,1.0W,,,,,
263,K7LNK,444.55000,+,5,TSQL,100.0,91.5,023,NN,023,,FM,5,,1.0W,,,,,
264,,440.80000,+,5,TSQL,103.5,100.0,023,NN,023,,FM,5,,1.0W,,,,,
265,W7OEC,442.42500,+,5,Tone,67.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
266,K7REA,442.70000,+,5,Tone,123.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
267,KC7RJK,444.45000,+,5,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
268,KC7RJK,444.42500,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
269,K7EZR,145.55000,,0,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
270,W7OC,145.15000,-,0.5999999999999943,TSQL,146.2,146.2,023,NN,023,,FM,5,,1.0W,,,,,
271,AI7NC,441.22500,+,5,TSQL,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
272,W7VTW,145.37000,-,0.5999999999999943,Tone,167.9,127.3,023,NN,023,,FM,5,,1.0W,,,,,
273,W7VTW,147.00000,+,0.5999999999999943,Tone,136.5,127.3,023,NN,023,,FM,5,,1.0W,,,,,
274,W7VTW,147.04000,+,0.5999999999999943,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
275,W7VTW,147.30000,+,0.5999999999999943,TSQL,156.7,156.7,023,NN,023,,FM,5,,1.0W,,,,,
276,W7VTW,444.47500,+,5,Tone,103.5,127.3,023,NN,023,,FM,5,,1.0W,,,,,
277,W7GC,444.75000,+,5,Tone,118.8,127.3,023,NN,023,,FM,5,,1.0W,,,,,
278,W7PRA,145.39000,-,0.5999999999999943,DCS,D023,D023,D023,NN,023,,FM,5,,1.0W,,,,,
279,N7HQR,147.06000,+,0.5999999999999943,TSQL,156.7,CSQ,023,NN,023,,FM,5,,1.0W,,,,,
280,KA7ENW,146.61000,-,0.6000000000000227,Tone,167.9,127.3,023,NN,023,,FM,5,,1.0W,,,,,
281,K7ENW,147.20000,+,0.6000000000000227,TSQL,167.9,167.9,023,NN,023,,FM,5,,1.0W,,,,,
282,KD6VLR,444.97500,+,5,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
283,KA7ENW,442.85000,+,5,Tone,167.9,127.3,023,NN,023,,FM,5,,1.0W,,,,,
284,W1ARK,147.06000,+,0.5999999999999943,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
285,KG7MKW,440.60000,+,5,TSQL,103.5,103.5,023,NN,023,,FM,5,,1.0W,,,,,
286,W7PRA,444.82500,+,5,DCS,D023,D023,D023,NN,023,,FM,5,,1.0W,,,,,
287,W7NK,147.26000,+,0.6000000000000227,DCS,D026,D026,D026,NN,023,,FM,5,,1.0W,,,,,
288,KG7BZ,52.91000,-,1.6999999999999957,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
289,KG7BZ,443.12500,+,5,TSQL,77.0,77.0,023,NN,023,,FM,5,,1.0W,,,,,
290,K7VFO,224.00000,-,1.5999999999999943,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
291,W7WZA,147.30000,+,0.5999999999999943,Tone,77.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
292,W7NK,443.25000,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
293,K7OJI,444.15000,+,5,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
294,K7OJI,147.10000,+,0.5999999999999943,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
295,K7RHB,443.15000,+,5,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
296,AB7F,441.37500,+,5,Tone,123.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
297,WA7ABU,145.29000,-,0.5999999999999943,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
298,K7LWV,145.35000,-,0.5999999999999943,TSQL,CSQ,CSQ,023,NN,023,,FM,5,,1.0W,,,,,
299,W7SRA,441.27500,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
300,W7SRA,443.72500,+,5,TSQL,186.2,186.2,023,NN,023,,FM,5,,1.0W,,,,,
301,W7SAA,444.25000,+,5,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
302,WA7ABU,444.95000,+,5,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
303,W7SRA,146.86000,-,0.6000000000000227,Tone,186.2,127.3,023,NN,023,,FM,5,,1.0W,,,,,
304,AB7BS,145.49000,-,0.6000000000000227,TSQL,136.5,91.5,023,NN,023,,FM,5,,1.0W,,,,,
305,K7UN,441.70000,+,5,Tone,186.2,127.3,023,NN,023,,FM,5,,1.0W,,,,,
306,W7BJH,224.16000,-,1.5999999999999943,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
307,AD7ET,443.17500,+,5,TSQL,88.5,88.5,023,NN,023,,FM,5,,1.0W,,,,,
308,WA7ABU,145.19000,-,0.5999999999999943,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
309,W7DTV,441.17500,+,5,TSQL,77.0,77.0,023,NN,023,,FM,5,,1.0W,,,,,
310,AC7RF,440.27500,+,5,TSQL,107.2,107.2,023,NN,023,,FM,5,,1.0W,,,,,
311,W7SAA,147.34000,+,0.5999999999999943,Tone,77.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
312,KB7PPM,440.72500,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
313,K7RTL,440.05000,+,5,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
314,KB7PPM,440.86250,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
315,KB7APU,442.97500,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
316,W7URG,146.62000,-,0.5999999999999943,Tone,88.5,127.3,023,NN,023,,FM,5,,1.0W,,,,,
317,KC7SOY,146.78000,-,0.5999999999999943,Tone,67.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
318,AI7HO,147.16000,+,0.5999999999999943,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
319,KC7SOY,145.23000,-,0.5999999999999943,TSQL,67.0,CSQ,023,NN,023,,FM,5,,1.0W,,,,,
320,WB7ILL,444.85000,+,5,TSQL,118.8,118.8,023,NN,023,,FM,5,,1.0W,,,,,
321,W7NEO,145.37000,-,0.5999999999999943,DCS,D073,D073,D073,NN,023,,FM,5,,1.0W,,,,,
322,K7LJ,145.23000,-,0.5999999999999943,TSQL,CSQ,123.0,023,NN,023,,FM,5,,1.0W,,,,,
323,K7LJ,145.39000,-,0.5999999999999943,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
324,KE7AWR,146.70000,-,0.5999999999999943,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
325,N7EXH,146.98000,-,0.5999999999999943,DCS,D023,D023,D023,NN,023,,FM,5,,1.0W,,,,,
326,K7RPT,147.04000,+,0.5999999999999943,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
327,KB7OYI,440.35000,+,5,TSQL,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
328,W7RAT,440.40000,+,5,TSQL,123.0,123.0,023,NN,023,,FM,5,,1.0W,,,,,
329,N7PIR,440.45000,+,5,TSQL,103.5,103.5,023,NN,023,,FM,5,,1.0W,,,,,
330,W7EXH,441.35000,+,5,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
331,N7NLL,442.02500,+,5,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
332,K7RPT,442.22500,+,5,TSQL,103.5,103.5,023,NN,023,,FM,5,,1.0W,,,,,
333,W7PMC,443.22500,+,5,TSQL,107.2,107.2,023,NN,023,,FM,5,,1.0W,,,,,
334,W7DTV,443.62500,+,5,TSQL,77.0,77.0,023,NN,023,,FM,5,,1.0W,,,,,
335,K0HSU,440.47500,+,5,TSQL,123.0,123.0,023,NN,023,,FM,5,,1.0W,,,,,
336,N7LF,145.41000,-,0.5999999999999943,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
337,K7LTA,442.70000,+,5,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
338,K7LJ,442.65000,+,5,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
339,K7LHS,440.82500,+,5,TSQL,110.9,110.9,023,NN,023,,FM,5,,1.0W,,,,,
340,K7QDX,927.12500,-,25,TSQL,103.5,103.5,023,NN,023,,FM,5,,1.0W,,,,,
341,K7LJ,443.30000,+,5,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
342,N7EXH,145.31000,-,0.5999999999999943,TSQL,123.0,123.0,023,NN,023,,FM,5,,1.0W,,,,,
343,N7BAR,440.20000,+,5,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
344,W7AC,147.14000,+,0.6000000000000227,Tone,107.2,127.3,023,NN,023,,FM,5,,1.0W,,,,,
345,N7PRM,444.80000,+,5,Tone,107.2,127.3,023,NN,023,,FM,5,,1.0W,,,,,
346,WA7BND,443.05000,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
347,K6PRN,443.20000,+,5,Tone,173.8,127.3,023,NN,023,,FM,5,,1.0W,,,,,
348,WB1ARB,442.25000,+,5,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
349,W7PGE,444.67500,+,5,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
350,KB7APU,440.62500,+,5,TSQL,Restricted,Restricted,023,NN,023,,FM,5,,1.0W,,,,,
351,AB7BS,440.50000,+,5,DCS,D125,D125,D125,NN,023,,FM,5,,1.0W,,,,,
352,N7LF,443.10000,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
353,KA7AGH,443.27500,+,5,TSQL,167.9,167.9,023,NN,023,,FM,5,,1.0W,,,,,
354,KG7KOU,1249.75000,-,20,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
355,WA7HAA,444.83750,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
356,N7LF,443.07500,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
357,K7RPT,440.51250,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
358,N7KOJ,443.25000,+,5,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
359,K7KSN,440.15000,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
360,KB7APU,927.15000,-,25,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
361,K7CLL,440.01250,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
362,KB7APU,440.77500,+,5,TSQL,Restricted,Restricted,023,NN,023,,FM,5,,1.0W,,,,,
363,W7SRA,145.33000,-,0.6000000000000227,TSQL,186.2,186.2,023,NN,023,,FM,5,,1.0W,,,,,
364,W7SRA,147.02000,+,0.5999999999999943,TSQL,186.2,186.2,023,NN,023,,FM,5,,1.0W,,,,,
365,W7BJH,442.50000,+,5,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
366,KE7AAJ,927.70000,-,25,Tone,162.2,127.3,023,NN,023,,FM,5,,1.0W,,,,,
367,W7BJH,224.60000,-,1.5999999999999943,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
368,N7PIR,440.07500,+,5,TSQL,103.5,103.5,023,NN,023,,FM,5,,1.0W,,,,,
369,W6WHD,224.92000,-,1.5999999999999943,Tone,136.5,127.3,023,NN,023,,FM,5,,1.0W,,,,,
370,AB7BS,442.45000,+,5,DCS,D125,D125,D125,NN,023,,FM,5,,1.0W,,,,,
371,W7GRT,146.66000,-,0.5999999999999943,TSQL,136.5,91.5,023,NN,023,,FM,5,,1.0W,,,,,
372,W7GRT,442.82500,+,5,Tone,123.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
373,KJ7IY,145.27000,-,0.6000000000000227,TSQL,107.2,107.2,023,NN,023,,FM,5,,1.0W,,,,,
374,W7EM,440.17500,+,5,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
375,W7LI,147.22000,+,0.5999999999999943,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
376,W7GC,440.90000,+,5,TSQL,118.8,118.8,023,NN,023,,FM,5,,1.0W,,,,,
377,W7LI,441.25000,+,5,Tone,118.8,127.3,023,NN,023,,FM,5,,1.0W,,,,,
378,W7EM,441.30000,+,5,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
379,W7GC,442.75000,+,5,Tone,118.8,127.3,023,NN,023,,FM,5,,1.0W,,,,,
380,WB7QIW,443.07500,+,5,Tone,167.9,127.3,023,NN,023,,FM,5,,1.0W,,,,,
381,W7EM,440.52500,+,5,Tone,77.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
382,W7GC,147.39000,+,0.6000000000000227,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
383,KB7APU,442.81250,+,5,TSQL,Restricted,Restricted,023,NN,023,,FM,5,,1.0W,,,,,
384,W7MOC,444.42500,+,5,Tone,107.2,127.3,023,NN,023,,FM,5,,1.0W,,,,,
385,W7MOC,442.12500,+,5,Tone,123.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
386,WF7S,146.80000,-,0.6000000000000227,TSQL,123.0,123.0,023,NN,023,,FM,5,,1.0W,,,,,
387,K7RPT,145.33000,-,0.6000000000000227,Tone,103.5,127.3,023,NN,023,,FM,5,,1.0W,,,,,
388,W7NEO,146.88000,-,0.5999999999999943,DCS,D073,D073,D073,NN,023,,FM,5,,1.0W,,,,,
389,KD7DDQ,147.28000,+,0.5999999999999943,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
390,N7NKT,224.56000,-,1.5999999999999943,Tone,CSQ,127.3,023,NN,023,,FM,5,,1.0W,,,,,
391,N7DWC,444.65000,+,5,Tone,CSQ,127.3,023,NN,023,,FM,5,,1.0W,,,,,
392,W7URG,444.95000,+,5,Tone,136.5,127.3,023,NN,023,,FM,5,,1.0W,,,,,
393,W7NEO,444.97500,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
394,N7ERT,927.50000,-,25,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
395,W7URG,441.95000,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
396,W7NEO,147.04000,+,0.5999999999999943,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
397,W7NEO,441.70000,+,5,TSQL,131.8,131.8,023,NN,023,,FM,5,,1.0W,,,,,
398,WB7ILL,443.80000,+,5,TSQL,118.8,118.8,023,NN,023,,FM,5,,1.0W,,,,,
399,K7UNI,145.15000,-,0.5999999999999943,TSQL,110.9,110.9,023,NN,023,,FM,5,,1.0W,,,,,
400,K7RPT,147.26000,+,0.6000000000000227,Tone,103.5,127.3,023,NN,023,,FM,5,,1.0W,,,,,
401,KF7GOR,444.92500,+,5,TSQL,146.2,146.2,023,NN,023,,FM,5,,1.0W,,,,,
402,W7GRA,146.98000,-,0.5999999999999943,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
403,W7NEO,145.29000,-,0.5999999999999943,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
404,KB7DZR,147.00000,+,0.5999999999999943,TSQL,103.5,103.5,023,NN,023,,FM,5,,1.0W,,,,,
405,KB7DZR,444.78750,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
406,KC7LDD,146.74000,-,0.6000000000000227,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
407,WC7EC,147.26000,+,0.6000000000000227,Tone,82.5,127.3,023,NN,023,,FM,5,,1.0W,,,,,
408,KF7LN,444.70000,+,5,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
409,W7PSV,444.85000,+,5,Tone,123.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
410,N7QQU,147.36000,+,0.5999999999999943,TSQL,107.2,107.2,023,NN,023,,FM,5,,1.0W,,,,,
411,K7RPT,147.32000,+,0.5999999999999943,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
412,K7RPT,147.38000,+,0.5999999999999943,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
413,K7WWG,442.05000,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
414,K7RPT,442.32500,+,5,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
415,KA7OSM,442.52500,+,5,TSQL,107.2,107.2,023,NN,023,,FM,5,,1.0W,,,,,
416,NM7B,443.35000,+,5,Tone,156.7,127.3,023,NN,023,,FM,5,,1.0W,,,,,
417,K7CPU,444.97500,+,5,TSQL,107.2,107.2,023,NN,023,,FM,5,,1.0W,,,,,
418,KE7DC,145.45000,-,0.5999999999999943,Tone,136.5,127.3,023,NN,023,,FM,5,,1.0W,,,,,
419,WB7DZG,1292.00000,-,20,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
420,KJ7IY,441.82500,+,5,TSQL,107.2,107.2,023,NN,023,,FM,5,,1.0W,,,,,
421,K7ICY,440.10000,+,5,Tone,162.2,127.3,023,NN,023,,FM,5,,1.0W,,,,,
422,N7QQU,440.55000,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
423,WB7DZG,444.31250,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
424,WB7DZG,146.62000,-,0.5999999999999943,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
425,KJ7IY,927.11250,-,25,TSQL,107.2,107.2,023,NN,023,,FM,5,,1.0W,,,,,
426,K7RPT,443.75000,+,5,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
427,KR7IS,52.85000,-,1.7000000000000028,Tone,107.2,127.3,023,NN,023,,FM,5,,1.0W,,,,,
428,N7PRM,444.80000,+,5,Tone,107.2,127.3,023,NN,023,,FM,5,,1.0W,,,,,
429,KF7TTS,440.17500,+,5,TSQL,110.9,110.9,023,NN,023,,FM,5,,1.0W,,,,,
430,WB7CRT,444.75000,+,5,Tone,123.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
431,KB7APU,444.02500,+,5,TSQL,Restricted,Restricted,023,NN,023,,FM,5,,1.0W,,,,,
432,KJ7IY,442.27500,+,5,Tone,107.2,127.3,023,NN,023,,FM,5,,1.0W,,,,,
433,K7REA,442.57500,+,5,Tone,123.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
434,KJ7ECQ,444.52500,+,5,Tone,136.5,127.3,023,NN,023,,FM,5,,1.0W,,,,,
435,KG7RFM,441.47500,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
436,K7RPT,440.81250,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
437,K0HSU,440.07500,+,5,TSQL,123.0,123.0,023,NN,023,,FM,5,,1.0W,,,,,
438,NA7A,440.75000,+,5,Tone,97.4,127.3,023,NN,023,,FM,5,,1.0W,,,,,
439,NA7A,145.25000,-,0.5999999999999943,Tone,97.4,127.3,023,NN,023,,FM,5,,1.0W,,,,,
440,KG7CXO,146.68000,-,0.5999999999999943,Tone,162.2,127.3,023,NN,023,,FM,5,,1.0W,,,,,
441,KR7IS,145.47000,-,0.5999999999999943,TSQL,107.2,107.2,023,NN,023,,FM,5,,1.0W,,,,,
442,AH6LE,146.92000,-,0.5999999999999943,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
443,AH6LE,442.67500,+,5,TSQL,100.0,100.0,023,NN,023,,FM,5,,1.0W,,,,,
444,KR7IS,443.42500,+,5,Tone,107.2,127.3,023,NN,023,,FM,5,,1.0W,,,,,
445,WA7RGO,442.55000,+,5,Tone,114.8,127.3,023,NN,023,,FM,5,,1.0W,,,,,
446,K7AUO,1291.50000,-,20,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
447,K7WWG,146.90000,-,0.5999999999999943,TSQL,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
448,KR7IS,224.06000,-,1.5999999999999943,Tone,107.2,127.3,023,NN,023,,FM,5,,1.0W,,,,,
449,K7AUO,443.65000,+,5,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
450,KB7PSM,145.11000,-,0.6000000000000227,Tone,103.5,127.3,023,NN,023,,FM,5,,1.0W,,,,,
451,W7RXJ,146.64000,-,0.5999999999999943,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
452,W7YAM,441.80000,+,5,Tone,114.8,127.3,023,NN,023,,FM,5,,1.0W,,,,,
453,KR7IS,52.83000,-,1.6999999999999957,TSQL,107.2,107.2,023,NN,023,,FM,5,,1.0W,,,,,
454,AC7ZQ,224.56000,-,1.5999999999999943,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
455,N7MAQ,444.48750,+,5,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
456,N7MAQ,52.89000,-,1.7000000000000028,Tone,156.7,127.3,023,NN,023,,FM,5,,1.0W,,,,,
457,WA7SUP,926.26250,-,10,,127.3,127.3,023,NN,023,,FM,5,,1.0W,,,,,
458,W1ARK,145.21000,-,0.5999999999999943,Tone,110.9,127.3,023,NN,023,,FM,5,,1.0W,,,,,
459,K7JCN,224.20000,-,1.5999999999999943,Tone,100.0,127.3,023,NN,023,,FM,5,,1.0W,,,,,
